#;MsgType;Timestamp;Lat;Lon;SpeedKnots;SpeedKmph;TrueHeading;MagnHeading
18357;GSA;;;;;;;
18358;GSV;;;;;;;
18359;GSV;;;;;;;
18360;;;;;;;;NMEA message parser not found for GRM.
18361;RMC;12/26/2016 10:24:46 PM;49.2172806833333;16.6066889;;;;
18362;;;;;;;;NMEA message parser not found for RMB.
18363;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18364;GSA;;;;;;;
18365;GSV;;;;;;;
18366;GSV;;;;;;;
18367;;;;;;;;NMEA message parser not found for GRM.
18368;RMC;12/26/2016 10:24:47 PM;49.2172767166667;16.6066797166667;;;;
18369;;;;;;;;NMEA message parser not found for RMB.
18370;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18371;GSA;;;;;;;
18372;GSV;;;;;;;
18373;GSV;;;;;;;
18374;;;;;;;;NMEA message parser not found for GRM.
18375;RMC;12/26/2016 10:24:48 PM;49.21727275;16.6066705166667;;;;
18376;;;;;;;;NMEA message parser not found for RMB.
18377;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18378;GSA;;;;;;;
18379;GSV;;;;;;;
18380;GSV;;;;;;;
18381;;;;;;;;NMEA message parser not found for GRM.
18382;RMC;12/26/2016 10:24:49 PM;49.2172687833333;16.6066613333333;;;;
18383;;;;;;;;NMEA message parser not found for RMB.
18384;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18385;GSA;;;;;;;
18386;GSV;;;;;;;
18387;GSV;;;;;;;
18388;;;;;;;;NMEA message parser not found for GRM.
18389;RMC;12/26/2016 10:24:50 PM;49.2172648166667;16.6066521333333;;;;
18390;;;;;;;;NMEA message parser not found for RMB.
18391;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18392;GSA;;;;;;;
18393;GSV;;;;;;;
18394;GSV;;;;;;;
18395;;;;;;;;NMEA message parser not found for GRM.
18396;RMC;12/26/2016 10:24:51 PM;49.21726085;16.60664295;;;;
18397;;;;;;;;NMEA message parser not found for RMB.
18398;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18399;GSA;;;;;;;
18400;GSV;;;;;;;
18401;GSV;;;;;;;
18402;;;;;;;;NMEA message parser not found for GRM.
18403;RMC;12/26/2016 10:24:52 PM;49.2172568833333;16.60663375;;;;
18404;;;;;;;;NMEA message parser not found for RMB.
18405;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18406;GSA;;;;;;;
18407;GSV;;;;;;;
18408;GSV;;;;;;;
18409;;;;;;;;NMEA message parser not found for GRM.
18410;RMC;12/26/2016 10:24:53 PM;49.2172529166667;16.6066245666667;;;;
18411;;;;;;;;NMEA message parser not found for RMB.
18412;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18413;GSA;;;;;;;
18414;GSV;;;;;;;
18415;GSV;;;;;;;
18416;;;;;;;;NMEA message parser not found for GRM.
18417;RMC;12/26/2016 10:24:54 PM;49.21724895;16.6066153833333;;;;
18418;;;;;;;;NMEA message parser not found for RMB.
18419;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18420;GSA;;;;;;;
18421;GSV;;;;;;;
18422;GSV;;;;;;;
18423;;;;;;;;NMEA message parser not found for GRM.
18424;RMC;12/26/2016 10:24:55 PM;49.2172449833333;16.6066061833333;;;;
18425;;;;;;;;NMEA message parser not found for RMB.
18426;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18427;GSA;;;;;;;
18428;GSV;;;;;;;
18429;GSV;;;;;;;
18430;;;;;;;;NMEA message parser not found for GRM.
18431;RMC;12/26/2016 10:24:56 PM;49.2172410166667;16.606597;;;;
18432;;;;;;;;NMEA message parser not found for RMB.
18433;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18434;GSA;;;;;;;
18435;GSV;;;;;;;
18436;GSV;;;;;;;
18437;;;;;;;;NMEA message parser not found for GRM.
18438;RMC;12/26/2016 10:24:57 PM;49.21723705;16.6065878;;;;
18439;;;;;;;;NMEA message parser not found for RMB.
18440;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18441;GSA;;;;;;;
18442;GSV;;;;;;;
18443;GSV;;;;;;;
18444;;;;;;;;NMEA message parser not found for GRM.
18445;RMC;12/26/2016 10:24:58 PM;49.2172330833333;16.6065786166667;;;;
18446;;;;;;;;NMEA message parser not found for RMB.
18447;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18448;GSA;;;;;;;
18449;GSV;;;;;;;
18450;GSV;;;;;;;
18451;;;;;;;;NMEA message parser not found for GRM.
18452;RMC;12/26/2016 10:24:59 PM;49.2172291166667;16.6065694166667;;;;
18453;;;;;;;;NMEA message parser not found for RMB.
18454;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18455;GSA;;;;;;;
18456;GSV;;;;;;;
18457;GSV;;;;;;;
18458;;;;;;;;NMEA message parser not found for GRM.
18459;RMC;12/26/2016 10:25:00 PM;49.21722515;16.6065602333333;;;;
18460;;;;;;;;NMEA message parser not found for RMB.
18461;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18462;GSA;;;;;;;
18463;GSV;;;;;;;
18464;GSV;;;;;;;
18465;;;;;;;;NMEA message parser not found for GRM.
18466;RMC;12/26/2016 10:25:01 PM;49.2172211833333;16.60655105;;;;
18467;;;;;;;;NMEA message parser not found for RMB.
18468;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18469;GSA;;;;;;;
18470;GSV;;;;;;;
18471;GSV;;;;;;;
18472;;;;;;;;NMEA message parser not found for GRM.
18473;RMC;12/26/2016 10:25:02 PM;49.2172172166667;16.60654185;;;;
18474;;;;;;;;NMEA message parser not found for RMB.
18475;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18476;GSA;;;;;;;
18477;GSV;;;;;;;
18478;GSV;;;;;;;
18479;;;;;;;;NMEA message parser not found for GRM.
18480;RMC;12/26/2016 10:25:03 PM;49.21721325;16.6065326666667;;;;
18481;;;;;;;;NMEA message parser not found for RMB.
18482;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18483;GSA;;;;;;;
18484;GSV;;;;;;;
18485;GSV;;;;;;;
18486;;;;;;;;NMEA message parser not found for GRM.
18487;RMC;12/26/2016 10:25:04 PM;49.2172092833333;16.6065234666667;;;;
18488;;;;;;;;NMEA message parser not found for RMB.
18489;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18490;GSA;;;;;;;
18491;GSV;;;;;;;
18492;GSV;;;;;;;
18493;;;;;;;;NMEA message parser not found for GRM.
18494;RMC;12/26/2016 10:25:05 PM;49.2172053166667;16.6065142833333;;;;
18495;;;;;;;;NMEA message parser not found for RMB.
18496;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18497;GSA;;;;;;;
18498;GSV;;;;;;;
18499;GSV;;;;;;;
18500;;;;;;;;NMEA message parser not found for GRM.
18501;RMC;12/26/2016 10:25:06 PM;49.21720135;16.6065050833333;;;;
18502;;;;;;;;NMEA message parser not found for RMB.
18503;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18504;GSA;;;;;;;
18505;GSV;;;;;;;
18506;GSV;;;;;;;
18507;;;;;;;;NMEA message parser not found for GRM.
18508;RMC;12/26/2016 10:25:07 PM;49.2171973833333;16.6064959;;;;
18509;;;;;;;;NMEA message parser not found for RMB.
18510;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18511;GSA;;;;;;;
18512;GSV;;;;;;;
18513;GSV;;;;;;;
18514;;;;;;;;NMEA message parser not found for GRM.
18515;RMC;12/26/2016 10:25:08 PM;49.2171934166667;16.6064867166667;;;;
18516;;;;;;;;NMEA message parser not found for RMB.
18517;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18518;GSA;;;;;;;
18519;GSV;;;;;;;
18520;GSV;;;;;;;
18521;;;;;;;;NMEA message parser not found for GRM.
18522;RMC;12/26/2016 10:25:09 PM;49.21718945;16.6064775166667;;;;
18523;;;;;;;;NMEA message parser not found for RMB.
18524;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18525;GSA;;;;;;;
18526;GSV;;;;;;;
18527;GSV;;;;;;;
18528;;;;;;;;NMEA message parser not found for GRM.
18529;RMC;12/26/2016 10:25:10 PM;49.2171854833333;16.6064683333333;;;;
18530;;;;;;;;NMEA message parser not found for RMB.
18531;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18532;GSA;;;;;;;
18533;GSV;;;;;;;
18534;GSV;;;;;;;
18535;;;;;;;;NMEA message parser not found for GRM.
18536;RMC;12/26/2016 10:25:11 PM;49.2171815166667;16.6064591333333;;;;
18537;;;;;;;;NMEA message parser not found for RMB.
18538;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18539;GSA;;;;;;;
18540;GSV;;;;;;;
18541;GSV;;;;;;;
18542;;;;;;;;NMEA message parser not found for GRM.
18543;RMC;12/26/2016 10:25:12 PM;49.2171782666667;16.6064498833333;;;;
18544;;;;;;;;NMEA message parser not found for RMB.
18545;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18546;GSA;;;;;;;
18547;GSV;;;;;;;
18548;GSV;;;;;;;
18549;;;;;;;;NMEA message parser not found for GRM.
18550;RMC;12/26/2016 10:25:13 PM;49.2171805333333;16.6064401333333;;;;
18551;;;;;;;;NMEA message parser not found for RMB.
18552;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18553;GSA;;;;;;;
18554;GSV;;;;;;;
18555;GSV;;;;;;;
18556;;;;;;;;NMEA message parser not found for GRM.
18557;RMC;12/26/2016 10:25:14 PM;49.2171828;16.6064303833333;;;;
18558;;;;;;;;NMEA message parser not found for RMB.
18559;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18560;GSA;;;;;;;
18561;GSV;;;;;;;
18562;GSV;;;;;;;
18563;;;;;;;;NMEA message parser not found for GRM.
18564;RMC;12/26/2016 10:25:15 PM;49.2171850666667;16.6064206333333;;;;
18565;;;;;;;;NMEA message parser not found for RMB.
18566;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18567;GSA;;;;;;;
18568;GSV;;;;;;;
18569;GSV;;;;;;;
18570;;;;;;;;NMEA message parser not found for GRM.
18571;RMC;12/26/2016 10:25:16 PM;49.2171873333333;16.6064108833333;;;;
18572;;;;;;;;NMEA message parser not found for RMB.
18573;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18574;GSA;;;;;;;
18575;GSV;;;;;;;
18576;GSV;;;;;;;
18577;;;;;;;;NMEA message parser not found for GRM.
18578;RMC;12/26/2016 10:25:17 PM;49.2171896166667;16.6064011333333;;;;
18579;;;;;;;;NMEA message parser not found for RMB.
18580;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18581;GSA;;;;;;;
18582;GSV;;;;;;;
18583;GSV;;;;;;;
18584;;;;;;;;NMEA message parser not found for GRM.
18585;RMC;12/26/2016 10:25:18 PM;49.2171918833333;16.6063913833333;;;;
18586;;;;;;;;NMEA message parser not found for RMB.
18587;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18588;GSA;;;;;;;
18589;GSV;;;;;;;
18590;GSV;;;;;;;
18591;;;;;;;;NMEA message parser not found for GRM.
18592;RMC;12/26/2016 10:25:19 PM;49.21719415;16.6063816333333;;;;
18593;;;;;;;;NMEA message parser not found for RMB.
18594;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18595;GSA;;;;;;;
18596;GSV;;;;;;;
18597;GSV;;;;;;;
18598;;;;;;;;NMEA message parser not found for GRM.
18599;RMC;12/26/2016 10:25:20 PM;49.2171964166667;16.6063718833333;;;;
18600;;;;;;;;NMEA message parser not found for RMB.
18601;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18602;GSA;;;;;;;
18603;GSV;;;;;;;
18604;GSV;;;;;;;
18605;;;;;;;;NMEA message parser not found for GRM.
18606;RMC;12/26/2016 10:25:21 PM;49.2171987;16.6063621333333;;;;
18607;;;;;;;;NMEA message parser not found for RMB.
18608;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18609;GSA;;;;;;;
18610;GSV;;;;;;;
18611;GSV;;;;;;;
18612;;;;;;;;NMEA message parser not found for GRM.
18613;RMC;12/26/2016 10:25:22 PM;49.2172009666667;16.6063523833333;;;;
18614;;;;;;;;NMEA message parser not found for RMB.
18615;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18616;GSA;;;;;;;
18617;GSV;;;;;;;
18618;GSV;;;;;;;
18619;;;;;;;;NMEA message parser not found for GRM.
18620;RMC;12/26/2016 10:25:23 PM;49.2172032333333;16.60634265;;;;
18621;;;;;;;;NMEA message parser not found for RMB.
18622;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18623;GSA;;;;;;;
18624;GSV;;;;;;;
18625;GSV;;;;;;;
18626;;;;;;;;NMEA message parser not found for GRM.
18627;RMC;12/26/2016 10:25:24 PM;49.2172055;16.6063329;;;;
18628;;;;;;;;NMEA message parser not found for RMB.
18629;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18630;GSA;;;;;;;
18631;GSV;;;;;;;
18632;GSV;;;;;;;
18633;;;;;;;;NMEA message parser not found for GRM.
18634;RMC;12/26/2016 10:25:25 PM;49.2172077666667;16.60632315;;;;
18635;;;;;;;;NMEA message parser not found for RMB.
18636;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18637;GSA;;;;;;;
18638;GSV;;;;;;;
18639;GSV;;;;;;;
18640;;;;;;;;NMEA message parser not found for GRM.
18641;RMC;12/26/2016 10:25:26 PM;49.21721005;16.6063134;;;;
18642;;;;;;;;NMEA message parser not found for RMB.
18643;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18644;GSA;;;;;;;
18645;GSV;;;;;;;
18646;GSV;;;;;;;
18647;;;;;;;;NMEA message parser not found for GRM.
18648;RMC;12/26/2016 10:25:27 PM;49.2172116166667;16.6063036666667;;;;
18649;;;;;;;;NMEA message parser not found for RMB.
18650;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18651;GSA;;;;;;;
18652;GSV;;;;;;;
18653;GSV;;;;;;;
18654;;;;;;;;NMEA message parser not found for GRM.
18655;RMC;12/26/2016 10:25:28 PM;49.21720885;16.6062940333333;;;;
18656;;;;;;;;NMEA message parser not found for RMB.
18657;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18658;GSA;;;;;;;
18659;GSV;;;;;;;
18660;GSV;;;;;;;
18661;;;;;;;;NMEA message parser not found for GRM.
18662;RMC;12/26/2016 10:25:29 PM;49.2172061;16.6062844166667;;;;
18663;;;;;;;;NMEA message parser not found for RMB.
18664;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18665;GSA;;;;;;;
18666;GSV;;;;;;;
18667;GSV;;;;;;;
18668;;;;;;;;NMEA message parser not found for GRM.
18669;RMC;12/26/2016 10:25:30 PM;49.2172033333333;16.6062748;;;;
18670;;;;;;;;NMEA message parser not found for RMB.
18671;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18672;GSA;;;;;;;
18673;GSV;;;;;;;
18674;GSV;;;;;;;
18675;;;;;;;;NMEA message parser not found for GRM.
18676;RMC;12/26/2016 10:25:31 PM;49.2172005833333;16.6062651666667;;;;
18677;;;;;;;;NMEA message parser not found for RMB.
18678;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18679;GSA;;;;;;;
18680;GSV;;;;;;;
18681;GSV;;;;;;;
18682;;;;;;;;NMEA message parser not found for GRM.
18683;RMC;12/26/2016 10:25:32 PM;49.2171978166667;16.60625555;;;;
18684;;;;;;;;NMEA message parser not found for RMB.
18685;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18686;GSA;;;;;;;
18687;GSV;;;;;;;
18688;GSV;;;;;;;
18689;;;;;;;;NMEA message parser not found for GRM.
18690;RMC;12/26/2016 10:25:33 PM;49.2171950666667;16.6062459333333;;;;
18691;;;;;;;;NMEA message parser not found for RMB.
18692;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18693;GSA;;;;;;;
18694;GSV;;;;;;;
18695;GSV;;;;;;;
18696;;;;;;;;NMEA message parser not found for GRM.
18697;RMC;12/26/2016 10:25:34 PM;49.2171923;16.6062363;;;;
18698;;;;;;;;NMEA message parser not found for RMB.
18699;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18700;GSA;;;;;;;
18701;GSV;;;;;;;
18702;GSV;;;;;;;
18703;;;;;;;;NMEA message parser not found for GRM.
18704;RMC;12/26/2016 10:25:35 PM;49.21718955;16.6062266833333;;;;
18705;;;;;;;;NMEA message parser not found for RMB.
18706;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18707;GSA;;;;;;;
18708;GSV;;;;;;;
18709;GSV;;;;;;;
18710;;;;;;;;NMEA message parser not found for GRM.
18711;RMC;12/26/2016 10:25:36 PM;49.2171867833333;16.6062170666667;;;;
18712;;;;;;;;NMEA message parser not found for RMB.
18713;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18714;GSA;;;;;;;
18715;GSV;;;;;;;
18716;GSV;;;;;;;
18717;;;;;;;;NMEA message parser not found for GRM.
18718;RMC;12/26/2016 10:25:37 PM;49.2171840166667;16.6062074333333;;;;
18719;;;;;;;;NMEA message parser not found for RMB.
18720;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18721;GSA;;;;;;;
18722;GSV;;;;;;;
18723;GSV;;;;;;;
18724;;;;;;;;NMEA message parser not found for GRM.
18725;RMC;12/26/2016 10:25:38 PM;49.2171812666667;16.6061978166667;;;;
18726;;;;;;;;NMEA message parser not found for RMB.
18727;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18728;GSA;;;;;;;
18729;GSV;;;;;;;
18730;GSV;;;;;;;
18731;;;;;;;;NMEA message parser not found for GRM.
18732;RMC;12/26/2016 10:25:39 PM;49.2171785;16.6061882;;;;
18733;;;;;;;;NMEA message parser not found for RMB.
18734;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18735;GSA;;;;;;;
18736;GSV;;;;;;;
18737;GSV;;;;;;;
18738;;;;;;;;NMEA message parser not found for GRM.
18739;RMC;12/26/2016 10:25:40 PM;49.21717575;16.6061785666667;;;;
18740;;;;;;;;NMEA message parser not found for RMB.
18741;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18742;GSA;;;;;;;
18743;GSV;;;;;;;
18744;GSV;;;;;;;
18745;;;;;;;;NMEA message parser not found for GRM.
18746;RMC;12/26/2016 10:25:41 PM;49.2171729833333;16.60616895;;;;
18747;;;;;;;;NMEA message parser not found for RMB.
18748;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18749;GSA;;;;;;;
18750;GSV;;;;;;;
18751;GSV;;;;;;;
18752;;;;;;;;NMEA message parser not found for GRM.
18753;RMC;12/26/2016 10:25:42 PM;49.2171702333333;16.6061593333333;;;;
18754;;;;;;;;NMEA message parser not found for RMB.
18755;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18756;GSA;;;;;;;
18757;GSV;;;;;;;
18758;GSV;;;;;;;
18759;;;;;;;;NMEA message parser not found for GRM.
18760;RMC;12/26/2016 10:25:43 PM;49.2171674666667;16.6061497;;;;
18761;;;;;;;;NMEA message parser not found for RMB.
18762;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18763;GSA;;;;;;;
18764;GSV;;;;;;;
18765;GSV;;;;;;;
18766;;;;;;;;NMEA message parser not found for GRM.
18767;RMC;12/26/2016 10:25:44 PM;49.2171647166667;16.6061400833333;;;;
18768;;;;;;;;NMEA message parser not found for RMB.
18769;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18770;GSA;;;;;;;
18771;GSV;;;;;;;
18772;GSV;;;;;;;
18773;;;;;;;;NMEA message parser not found for GRM.
18774;RMC;12/26/2016 10:25:45 PM;49.21716195;16.6061304666667;;;;
18775;;;;;;;;NMEA message parser not found for RMB.
18776;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18777;GSA;;;;;;;
18778;GSV;;;;;;;
18779;GSV;;;;;;;
18780;;;;;;;;NMEA message parser not found for GRM.
18781;RMC;12/26/2016 10:25:46 PM;49.2171591833333;16.60612085;;;;
18782;;;;;;;;NMEA message parser not found for RMB.
18783;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18784;GSA;;;;;;;
18785;GSV;;;;;;;
18786;GSV;;;;;;;
18787;;;;;;;;NMEA message parser not found for GRM.
18788;RMC;12/26/2016 10:25:47 PM;49.2171564333333;16.6061112166667;;;;
18789;;;;;;;;NMEA message parser not found for RMB.
18790;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18791;GSA;;;;;;;
18792;GSV;;;;;;;
18793;GSV;;;;;;;
18794;;;;;;;;NMEA message parser not found for GRM.
18795;RMC;12/26/2016 10:25:48 PM;49.2171536666667;16.6061016;;;;
18796;;;;;;;;NMEA message parser not found for RMB.
18797;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18798;GSA;;;;;;;
18799;GSV;;;;;;;
18800;GSV;;;;;;;
18801;;;;;;;;NMEA message parser not found for GRM.
18802;RMC;12/26/2016 10:25:49 PM;49.2171509166667;16.6060919833333;;;;
18803;;;;;;;;NMEA message parser not found for RMB.
18804;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18805;GSA;;;;;;;
18806;GSV;;;;;;;
18807;GSV;;;;;;;
18808;;;;;;;;NMEA message parser not found for GRM.
18809;RMC;12/26/2016 10:25:50 PM;49.21714815;16.60608235;;;;
18810;;;;;;;;NMEA message parser not found for RMB.
18811;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18812;GSA;;;;;;;
18813;GSV;;;;;;;
18814;GSV;;;;;;;
18815;;;;;;;;NMEA message parser not found for GRM.
18816;RMC;12/26/2016 10:25:51 PM;49.2171454;16.6060727333333;;;;
18817;;;;;;;;NMEA message parser not found for RMB.
18818;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18819;GSA;;;;;;;
18820;GSV;;;;;;;
18821;GSV;;;;;;;
18822;;;;;;;;NMEA message parser not found for GRM.
18823;RMC;12/26/2016 10:25:52 PM;49.2171426333333;16.6060631166667;;;;
18824;;;;;;;;NMEA message parser not found for RMB.
18825;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18826;GSA;;;;;;;
18827;GSV;;;;;;;
18828;GSV;;;;;;;
18829;;;;;;;;NMEA message parser not found for GRM.
18830;RMC;12/26/2016 10:25:53 PM;49.2171398666667;16.6060534833333;;;;
18831;;;;;;;;NMEA message parser not found for RMB.
18832;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18833;GSA;;;;;;;
18834;GSV;;;;;;;
18835;GSV;;;;;;;
18836;;;;;;;;NMEA message parser not found for GRM.
18837;RMC;12/26/2016 10:25:54 PM;49.2171371166667;16.6060438666667;;;;
18838;;;;;;;;NMEA message parser not found for RMB.
18839;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18840;GSA;;;;;;;
18841;GSV;;;;;;;
18842;GSV;;;;;;;
18843;;;;;;;;NMEA message parser not found for GRM.
18844;RMC;12/26/2016 10:25:55 PM;49.21713435;16.60603425;;;;
18845;;;;;;;;NMEA message parser not found for RMB.
18846;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18847;GSA;;;;;;;
18848;GSV;;;;;;;
18849;GSV;;;;;;;
18850;;;;;;;;NMEA message parser not found for GRM.
18851;RMC;12/26/2016 10:25:56 PM;49.2171316666667;16.6060246;;;;
18852;;;;;;;;NMEA message parser not found for RMB.
18853;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
18854;GSA;;;;;;;
18855;GSV;;;;;;;
18856;GSV;;;;;;;
18857;;;;;;;;NMEA message parser not found for GRM.
18858;RMC;12/26/2016 10:25:57 PM;49.2171289666667;16.6060149666667;;;;
18859;;;;;;;;NMEA message parser not found for RMB.
